"id","name","short_description","parent_id","category","category_name","updated"
"exit_games","Exit Games","Multiplayer game engine called Photon",,"gaming","Gaming","2020-05-22T21:54:27.538Z"
"expedat","ExpeDat","High-performance file transfer software",,"file_transfer","File Transfer","2020-05-22T21:54:46.703Z"
"express_vpn","ExpressVPN","Virtual Private Network",,"remoting","Remoting","2020-05-22T21:55:25.409Z"
"eyereturnmarketing","Eyereturn Marketing","Targeted advertising platform",,"advertising","Advertising","2020-05-22T21:58:51.399Z"
"eyeview","Eyeview","Video advertising platform",,"advertising","Advertising","2020-05-22T21:59:05.574Z"
"eztalks","ezTalks","Video conferencing service",,"messaging","Messaging","2020-05-22T21:59:19.960Z"
"faceapp","FaceApp","Photo and video editing app",,"photo","Photo","2020-07-31T01:05:04.392Z"
"facebook","Facebook","Social media platform",,"social","Social","2020-05-22T21:59:30.936Z"
"facebook_watch","Facebook Watch","Video-on-demand service","facebook","video","Video","2020-08-14T00:02:56.953Z"
"facetime","FaceTime","Video and audio calling service",,"messaging","Messaging","2020-09-16T21:40:33.255Z"
"fam","Fam","Group video for iMessage",,"messaging","Messaging","2020-05-22T22:01:26.335Z"
"faminta","Faminta","Live-streaming video chat app",,"social","Social","2020-05-22T22:01:37.160Z"
"fandango","Fandango","Movie ticket service",,"video","Video","2020-05-22T22:02:11.285Z"
"fandom","Fandom","Wiki hosting service",,"news","News","2020-05-22T22:02:39.170Z"
"farmville","FarmVille","Agriculture simulation social network video game",,"gaming","Gaming","2020-05-22T22:03:00.320Z"
"fastly","Fastly","Cloud computing services provider",,"cloud","Cloud","2020-06-01T15:40:59.097Z"
"fastmail","FastMail","Email service",,"messaging","Messaging","2020-05-22T22:04:04.046Z"
"fast_secure_vpn","Fast Secure VPN","Multi protocol Virtual Private Network.",,"remoting","Remoting","2020-05-25T23:55:25.964Z"
"fastviewer","FastViewer","Desktop sharing software",,"messaging","Messaging","2020-05-31T23:23:47.578Z"
"fate_go","Fate/Grand Order","Role-playing mobile video game",,"gaming","Gaming","2020-05-22T22:04:42.057Z"
"fc2","FC2","Video hosting service",,"cloud","Cloud","2020-05-22T22:04:52.927Z"
"fcgi","FCGI","Binary protocol for interfacing with web servers",,"networking","Networking","2020-05-22T22:05:22.293Z"
"fcip","FCIP","Fibre Channel over IP for storage technology",,"file_transfer","File Transfer","2020-05-22T22:05:42.335Z"
"feathercoin","Feathercoin","Open source digital currency",,"file_transfer","File Transfer","2020-05-22T22:06:22.832Z"
"fetchrewards","Fetch Rewards","Scan grocery receipts, earn points, get rewarded.",,"shopping","Shopping","2020-08-17T20:32:07.156Z"
"fiesta","Fiesta by Tango","Social networking app",,"social","Social","2020-05-22T22:06:59.856Z"
"filefactory","FileFactory","File sharing service",,"file_transfer","File Transfer","2020-05-22T22:07:45.514Z"
"fileguri","FileGuri","File downloading client",,"file_transfer","File Transfer","2020-05-22T22:07:54.237Z"
"filemail","Filemail","File sharing service",,"file_transfer","File Transfer","2020-05-22T22:08:03.130Z"
"file_post","FilePost","File transfer and sharing service",,"file_transfer","File Transfer","2020-05-22T22:08:14.172Z"
"filesovermiles","FilesOverMiles","File transfer service",,"file_transfer","File Transfer","2020-05-22T22:08:27.645Z"
"filestream","FileStream.me","BitTorrent client",,"p2p","Peer-to-peer File Sharing","2020-06-01T15:42:20.529Z"
"filetopia","Filetopia","Peer-to-peer file sharing client",,"p2p","Peer-to-peer File Sharing","2020-06-01T15:42:41.904Z"
"filterbypass","FilterBypass","Anonymous web proxy",,"remoting","Remoting","2020-05-22T22:09:20.930Z"
"final_fantasy_be","Final Fantasy Brave Exvius","Role-playing video game",,"gaming","Gaming","2020-05-22T22:09:34.721Z"
"final_fantasy_xv","Final Fantasy XV: A New Empire","Role-playing video game",,"gaming","Gaming","2020-05-22T22:09:46.395Z"
"finchvpn","FinchVPN","Multi protocol Virtual Private Network.",,"remoting","Remoting","2020-05-25T23:55:45.181Z"
"fins","FINS","Factory Interface Network Service protocol",,"networking","Networking","2020-05-22T22:11:05.662Z"
"firebase","Firebase","Mobile and web application platform",,"cloud","Cloud","2020-05-31T23:28:32.628Z"
"firechat","FireChat","Wireless mesh networking service",,"messaging","Messaging","2020-05-22T22:11:50.891Z"
"fire_emblem_heroes","Fire Emblem Heroes","Tactical role-playing video game",,"gaming","Gaming","2020-05-22T22:12:04.467Z"
"fire_emblem_three_houses","Fire Emblem: Three Houses","Tactical role-playing video game",,"gaming","Gaming","2020-08-29T00:15:25.029Z"
"fireflylearning","Firefly Learning","Education learning platform",,"education","Education","2020-05-31T02:52:44.606Z"
"firefox_send","Firefox Send","File-sending service",,"file_transfer","File Transfer","2020-05-22T22:12:34.357Z"
"fitbit","Fitbit","Physical activity tracking service",,"device","Smart Device","2020-06-01T00:03:41.497Z"
"fitbit_coach","Fitbit Coach","Adaptive workout videos",,"health","Health & Fitness","2020-09-22T22:28:38.771Z"
"fit_radio","Fit Radio","Workout Music and Coach",,"health","Health & Fitness","2020-09-22T22:26:30.275Z"
"fix","FIX","Financial Information eXchange protocol",,"file_transfer","File Transfer","2020-05-22T22:13:03.616Z"
"fixmeit","FixMe.IT","Remove control, desktop sharing and file transfer",,"remoting","Remoting","2020-05-22T22:14:26.112Z"
"flashget","FlashGet","Download manager",,"file_transfer","File Transfer","2020-06-04T00:10:25.916Z"
"flash_show","Flash Show","Video sharing and live streaming service",,"video","Video","2020-05-22T22:56:34.480Z"
"flashtalking","Flashtalking","Targeted advertising platform",,"advertising","Advertising","2020-05-22T22:57:06.745Z"
"flickr","Flickr","Image and video hosting service",,"video","Video","2020-05-22T22:57:53.133Z"
"flipagram","Flipagram","Photo and video editor app",,"video","Video","2020-05-22T22:58:01.532Z"
"flipboard","Flipboard","Social media and news feed aggregator",,"news","News","2020-05-22T22:58:31.648Z"
"flipgrid","Flipgrid","Online video discussion board",,"education","Education","2020-07-24T23:09:19.254Z"
"flipp","Flipp","Shopping retail services",,"shopping","Shopping","2020-05-22T22:58:57.505Z"
"flixster","Flixster","Movie trailers and social network",,"video","Video","2020-05-22T22:59:31.266Z"
"floor_is_lava","Floor is Lava","Mobile video game",,"gaming","Gaming","2020-05-22T23:00:23.784Z"
"florensia","Florensia","Massive multiplayer online role-playing video game",,"gaming","Gaming","2020-05-22T23:01:15.558Z"
"flowroute","Flowroute","Cloud based communication service",,"social","Social","2020-05-22T23:01:28.113Z"
"flurry","Flurry","Mobile analytics, monetization and advertising service",,"advertising","Advertising","2020-05-22T23:16:37.861Z"
"flyproxy","Flyproxy","Web based proxy service",,"remoting","Remoting","2020-05-22T23:17:10.483Z"
"fongo","Fongo","Send and receive messages and calls",,"messaging","Messaging","2020-05-22T23:17:43.327Z"
"fongo_call","Fongo Call","Voice and calling by Fongo","fongo","messaging","Messaging","2020-08-14T00:08:45.739Z"
"forbes","Forbes","Finance, investment, industry and marketing news",,"news","News","2020-05-22T23:18:21.605Z"
"foursquare","Foursquare","Local search and discovery service",,"social","Social","2020-05-22T23:18:39.757Z"
"fox","Fox Protocol","Building automation protocol",,"autonomous","Autonomous","2020-05-22T23:19:01.589Z"
"fox_com","Fox","American television and news media",,"video","Video","2020-05-22T23:19:48.664Z"
"foxnews","Fox News","American television news",,"news","News","2020-05-25T17:43:54.331Z"
"foxnext","FoxNext","Video game by 21st Century Fox",,"gaming","Gaming","2020-05-25T17:44:53.793Z"
"foxsports","Fox Sports","Sport news and streaming media",,"news","News","2020-05-25T17:45:13.983Z"
"freckle","Freckle Education","Online education platform for K-12 students",,"education","Education","2020-07-03T22:23:10.444Z"
"freecall","FreeCall","Multi-platform VoIP service",,"messaging","Messaging","2020-05-25T17:45:26.953Z"
"freeconference","Free Conference","Mobile conference service",,"messaging","Messaging","2020-05-25T17:45:41.315Z"
"freedome_vpn","Freedome VPN","Multi-protocol Virtual Private Network",,"remoting","Remoting","2020-05-25T17:45:53.932Z"
"free_fire","Garena Free Fire","Survival shooter video game",,"gaming","Gaming","2020-05-25T17:46:09.331Z"
"freepp","FreePP","VoIP and SMS service",,"messaging","Messaging","2020-05-25T17:46:23.378Z"
"freshdesk","Freshdesk","Cloud customer support platform",,"business","Business","2020-05-31T02:52:59.910Z"
"front","FrontApp","Shared email inbox for teams",,"messaging","Messaging","2020-05-31T22:45:04.317Z"
"frostbite","Frostbite","Cross-platform game engine used by games such as Battlefield series, FIFA series, Star Wars Battlefront series and etc.",,"gaming","Gaming","2020-08-21T20:02:21.457Z"
"frostwire","FrostWire","Open-source BitTorrent file transfer client",,"p2p","Peer-to-peer File Sharing","2020-06-01T15:43:13.437Z"
"frozenway","FrozenWay","Multi-protocol Virtual Private Network",,"remoting","Remoting","2020-05-25T17:55:44.289Z"
"ftp","FTP","Standard network protocol for transferring files",,"file_transfer","File Transfer","2020-05-25T17:56:22.126Z"
"ftp_data","FTP-Data","File Transfer Protocol data",,"file_transfer","File Transfer","2020-05-25T17:56:46.287Z"
"fubar","fubar","Online dating and social network",,"social","Social","2020-05-25T17:57:05.174Z"
"funcalls","Funcall","Voice changing service",,"messaging","Messaging","2020-05-25T17:57:28.402Z"
"funimation","Funimation","Anime streaming video",,"video","Video","2020-05-25T17:57:58.076Z"
"funshion","Funshion","Peer-to-peer streaming video network",,"video","Video","2020-05-25T17:58:12.085Z"
"futurelearn","FutureLearn","Digital education platform",,"education","Education","2020-05-31T02:53:18.253Z"
"fyber","Fyber","Mobile monetization platform",,"advertising","Advertising","2020-05-25T18:22:48.338Z"
"gadu_gadu","Gadu-Gadu","Instant messaging client",,"messaging","Messaging","2020-05-25T18:22:01.477Z"
"gaijin","Gaijin Entertainment","Video game developer and publisher famous for War Thunder, Crossout, etc.",,"gaming","Gaming","2020-08-07T22:41:33.689Z"
"gameanalytics","GameAnalytics","Video game analytics platform",,"advertising","Advertising","2020-05-25T18:22:22.014Z"
"game_center","Game Center","Social gaming platform by Apple",,"gaming","Gaming","2020-05-25T18:24:58.861Z"
"gameforge","Gameforge","Video game traffic",,"gaming","Gaming","2020-05-25T18:25:12.191Z"
"gamekit","Gamekit","Social gaming platform",,"gaming","Gaming","2020-05-25T18:25:34.528Z"
"gameloft","Gameloft","Video game traffic",,"gaming","Gaming","2020-05-25T18:25:44.232Z"
"gameofsultans","Game of Sultans","Mobile empire simulation RPG video game",,"gaming","Gaming","2020-05-25T18:25:58.246Z"
"game_of_war","Game of War","Mobile strategy video game",,"gaming","Gaming","2020-05-25T18:26:13.239Z"
"gamescom","Gamescom","Video game traffic",,"gaming","Gaming","2020-05-25T18:26:29.238Z"
"gamigo","Gamigo","Video game traffic by Gamigo",,"gaming","Gaming","2020-06-04T04:21:24.362Z"
"garena_plus","Garena+","Social network gaming platform",,"messaging","Messaging","2020-05-25T18:27:43.007Z"
"gartner","Gartner","Research and advisory service",,"news","News","2020-05-25T18:28:08.506Z"
"gatherplace","GatherPlace","Web conference and webinar service",,"messaging","Messaging","2020-05-25T18:28:23.925Z"
"gearbox_software","Gearbox Software","Video game developer famous for games such as Borderlands series",,"gaming","Gaming","2020-08-21T18:47:50.850Z"
"geforce","GeForce","Video graphic processing units by Nvidia",,"gaming","Gaming","2020-05-25T18:28:52.485Z"
"geforce_now","GeForce Now","Cloud gaming platform",,"gaming","Gaming","2020-06-04T00:18:13.680Z"
"geni","Geni","Genealogy and social networking service",,"social","Social","2020-05-25T18:30:26.819Z"
"genie","Genie","Music streaming service",,"audio","Audio","2020-06-24T00:27:47.712Z"
"getresponse","GetResponse","Email marketing services",,"business","Business","2020-06-03T22:45:58.008Z"
"gfycat","Gfycat","Short video hosting and streaming service",,"photo","Photo","2020-05-25T18:29:20.362Z"
"gigatribe","GigaTribe","Peer-to-peer file sharing network",,"p2p","Peer-to-peer File Sharing","2020-06-01T15:43:47.766Z"
"giop","GIOP","General Inter-ORB Protocol messaging protocol",,"networking","Networking","2020-05-25T18:31:01.933Z"
"giphy","Giphy","Database search engine for video loops",,"photo","Photo","2020-06-03T18:37:53.471Z"
"gismeteo","Gismeteo","Real-time weather forecast service",,"news","News","2020-05-25T18:31:43.178Z"
"github","GitHub","Web-based Git repository hosting service",,"productivity","Productivity","2020-05-31T02:53:31.739Z"
"glide","Glide","Instant video messaging platform",,"messaging","Messaging","2020-05-25T18:32:59.396Z"
"glispa","Glispa","Targeted advertising platform",,"advertising","Advertising","2020-05-25T18:33:17.019Z"
"glitch","Glitch","Web-based code editor for Node.js",,"productivity","Productivity","2020-06-04T00:52:34.840Z"
"glu_mobile","Glu Mobile","Mobile video game traffic",,"gaming","Gaming","2020-08-08T00:02:36.350Z"
"gmail","Gmail","Web-based email service by Google.",,"messaging","Messaging","2020-05-25T19:05:28.358Z"
"gmx_mail","GMX Mail","Advertising supported email service by GMX",,"messaging","Messaging","2020-05-25T19:05:54.142Z"
"gnunet","GNUnet","Peer-to-peer networking software framework",,"p2p","Peer-to-peer File Sharing","2020-06-01T15:44:08.414Z"
"gnutella","Gnutella","Peer-to-peer network",,"p2p","Peer-to-peer File Sharing","2020-06-01T15:44:26.231Z"
"go90","go90","Video streaming service",,"video","Video","2020-05-25T19:07:35.133Z"
"golf_clash","Golf Clash","Real-time golf video game",,"gaming","Gaming","2020-05-25T19:09:57.915Z"
"gom_player","GOM Player","Multimedia player",,"video","Video","2020-05-26T04:41:08.277Z"
"gom_remote","GOM Remote","Remote multimedia controller",,"video","Video","2020-05-26T04:41:43.731Z"
"goodnight","Goodnight:Fun Voice Dating App","Voice-chat dating service",,"social","Social","2020-05-26T04:41:54.138Z"
"goodrx","GoodRx","Telemedicine platform",,"shopping","Shopping","2020-05-26T04:42:13.140Z"
"google","Google","Traffic related to Google applications",,"other","Other","2020-05-19T23:08:14.586Z"
"google_analytics","Google Analytics","Website analytics service by Google",,"advertising","Advertising","2020-05-26T04:42:48.432Z"
"google_app_engine","Google App Engine","Cloud platform for developing and hosting web applications",,"cloud","Cloud","2020-05-26T04:43:16.085Z"
"google_calendar","Google Calendar","Time-management and scheduling calendar service",,"business","Business","2020-05-31T02:54:08.072Z"
"google_classroom","Google Classroom","Classroom management and grading platform by Google",,"education","Education","2020-08-24T17:52:16.193Z"
"google_docs","Google Docs","Web-based office suite by Google",,"productivity","Productivity","2020-05-31T22:44:04.689Z"
