"id","name","short_description","parent_id","category","category_name","updated"
"ssh","SSH","Secure remote login protocol",,"remoting","Remoting","2020-05-28T16:27:24.100Z"
"sslv2","SSLv2","Secure remote login protocol",,"networking","Networking","2020-05-28T16:27:38.976Z"
"stack","Stack","Puzzle video game",,"gaming","Gaming","2020-05-28T16:27:47.758Z"
"stackpath","StackPath","Content Delivery Network",,"cloud","Cloud","2020-06-01T15:56:14.379Z"
"stamen_map","Stamen Map","Map visualization services",,"navigation","Navigation","2020-05-28T16:28:28.374Z"
"starbucks","Starbucks","Chain of coffeehouses",,"shopping","Shopping","2020-07-31T00:42:23.843Z"
"stardust","stardust","Video game traffic",,"gaming","Gaming","2020-07-31T01:46:52.273Z"
"star_maa","Star Maa","Indian Telugu-language streaming TV",,"video","Video","2020-09-16T22:33:56.958Z"
"startrek_fleet_command","Star Trek Fleet Command","Starship battle video game",,"gaming","Gaming","2020-06-04T01:22:37.952Z"
"star_vpn","Star VPN","Multi-protocol Virtual Private Network",,"remoting","Remoting","2020-05-28T16:29:00.794Z"
"star_wars_goh","Star Wars Galaxy of Heroes","Mobile collectible card RPG video game",,"gaming","Gaming","2020-05-28T16:29:16.618Z"
"star_wars_old_republic","Star Wars: The Old Republic","Massively multiplayer online role-playing game",,"gaming","Gaming","2020-08-07T23:32:53.390Z"
"starz","Starz","American television network",,"video","Video","2020-05-28T16:29:30.246Z"
"statuspage","Statuspage","Service status service",,"business","Business","2020-05-31T23:19:11.422Z"
"steam","Steam","Digital game distribution platform",,"gaming","Gaming","2020-08-28T00:32:48.487Z"
"stemscopes","STEMscopes Science","Online science curriculum program",,"education","Education","2020-07-24T22:53:08.753Z"
"stick_hero","Stick Hero","Action video game",,"gaming","Gaming","2020-05-28T16:31:21.470Z"
"stitcher","Stitcher","Internet radio and podcast service",,"audio","Audio","2020-06-24T00:40:39.302Z"
"strava","Strava","Run and Cycling tracking",,"health","Health & Fitness","2020-09-18T18:05:24.640Z"
"streamlive","Stream","Broadcast or watch live video",,"video","Video","2020-05-28T16:31:49.142Z"
"streamtheworld","StreamTheWorld","Audio streaming platform",,"audio","Audio","2020-06-24T00:41:07.445Z"
"streamup","Streamup","Broadcast and watch live video",,"social","Social","2020-05-28T16:32:17.245Z"
"stremio","Stremio","Video content aggregation service",,"video","Video","2020-05-28T16:32:30.269Z"
"strongdc","StrongDC++","Sharing files client",,"file_transfer","File Transfer","2020-05-28T16:32:55.289Z"
"stun","STUN","Public IP discovery protocol",,"networking","Networking","2020-05-28T16:33:25.962Z"
"subway","Subway","Restaurant franchise.",,"shopping","Shopping","2020-07-31T01:49:41.467Z"
"subway_surfers","Subway Surfers","Endless runner mobile video game",,"gaming","Gaming","2020-09-14T23:36:20.174Z"
"successfactors","SuccessFactors","Cloud human capital management services",,"business","Business","2020-05-31T23:07:52.477Z"
"sugarsync","SugarSync","Active file synchronization",,"file_transfer","File Transfer","2020-05-28T16:33:52.571Z"
"summoners_war","Summoners War","Mobile turn-based strategy video game",,"gaming","Gaming","2020-05-28T16:34:08.301Z"
"sundancenow","Sundance Now","Subscription based streaming service",,"video","Video","2020-05-28T16:34:12.553Z"
"supe","Supe","Social media platform",,"social","Social","2020-05-28T16:34:22.735Z"
"supercell","Supercell","Video game traffic by Supercell",,"gaming","Gaming","2020-05-28T16:34:33.676Z"
"super_kirby_clash","Super Kirby Clash","Free-to-start multiplayer video game",,"gaming","Gaming","2020-08-21T22:48:48.743Z"
"super_mario_run","Super Mario Run","Side-scrolling running video game",,"gaming","Gaming","2020-05-28T16:35:03.362Z"
"super_smash_bros_ultimate","Super Smash Bros Ultimate","Crossover fighting video game",,"gaming","Gaming","2020-09-11T21:21:19.871Z"
"super_unlimited_proxy","VPN - Super Unlimited Proxy","Multi-protocol Virtual Private Network",,"remoting","Remoting","2020-05-28T16:35:14.434Z"
"supervpn","SuperVPN","Multi-protocol Virtual Private Network",,"remoting","Remoting","2020-05-28T16:35:19.881Z"
"supremo","Supremo","Remote desktop control software",,"remoting","Remoting","2020-05-28T16:35:28.758Z"
"surespot","Surespot","Instant messaging service",,"messaging","Messaging","2020-05-28T16:35:38.120Z"
"surfeasy_vpn","SurfEasy VPN","Multi-protocol Virtual Private Network",,"remoting","Remoting","2020-05-28T16:35:44.496Z"
"surrogafier","Surrogafier","Web-based proxy service",,"remoting","Remoting","2020-05-28T16:35:51.974Z"
"svtplay","SVT Play","Video on-demand service",,"video","Video","2020-05-28T16:36:04.989Z"
"swarm","Swarm by Juice Mobile","Mobile advertising platform",,"advertising","Advertising","2020-05-27T17:30:17.094Z"
"switchvpn","SwitchVPN","Multi-protocol Virtual Private Network",,"remoting","Remoting","2020-05-28T16:36:13.344Z"
"swrve","Swrve","Mobile marketing platform",,"advertising","Advertising","2020-05-27T17:29:03.503Z"
"sygic","Sygic","Automotive navigation services",,"navigation","Navigation","2020-05-28T16:36:26.773Z"
"symantec","Symantec","Cybersecurity service",,"security","Security Software","2020-06-01T00:01:20.746Z"
"syncthing","Syncthing","Peer-to-peer file synchronization service",,"file_transfer","File Transfer","2020-05-28T16:36:38.422Z"
"synergy","Synergy","Keyboard and mouse sharing software",,"remoting","Remoting","2020-05-28T16:37:42.099Z"
"syslog","Syslog","Standard message logging service",,"networking","Networking","2020-05-28T16:37:52.973Z"
"tableau","Tableau","Interactive data visualization service",,"productivity","Productivity","2020-05-31T05:04:53.503Z"
"tabletop_simulator","Tabletop Simulator","Board game simulator",,"gaming","Gaming","2020-07-30T23:16:39.264Z"
"taboola","Taboola","Personalized advertising service",,"advertising","Advertising","2020-06-25T21:35:11.241Z"
"tacacs","TACACS","Remote authentication service",,"networking","Networking","2020-05-28T16:38:21.499Z"
"tagged","Tagged","Social discovery platform",,"social","Social","2020-05-28T16:38:42.623Z"
"talkatone","Talkatone","Voice and text communication",,"messaging","Messaging","2020-05-28T16:39:07.744Z"
"talkatone_call","Talkatone Call","Voice and video calling by Talkatone Call","talkatone","messaging","Messaging","2020-08-14T00:16:10.809Z"
"talkbox","TalkBox","Voice messaging service",,"messaging","Messaging","2020-05-28T16:39:33.407Z"
"talkingpoints","TalkingPoints","Teacher to parent communication service",,"education","Education","2020-05-31T23:10:02.243Z"
"talkonaut","Talkonaut","Peer-to-peer voice calling service",,"messaging","Messaging","2020-05-28T16:40:10.882Z"
"talku","TalkU","Voice calling with instant messaging",,"messaging","Messaging","2020-05-28T16:40:42.171Z"
"tango","Tango","Messaging service by Tango",,"messaging","Messaging","2020-05-28T16:40:58.908Z"
"tantan","Tantan","Online dating service",,"social","Social","2020-05-28T16:41:07.199Z"
"taobao","Taobao","Online shopping service",,"shopping","Shopping","2020-05-28T16:41:20.817Z"
"tapad","Tapad","Cross-device advertising and content delivery services",,"advertising","Advertising","2020-05-27T17:28:44.619Z"
"tapatalk","Tapatalk","Discussion forum aggregation service",,"social","Social","2020-05-28T16:41:40.538Z"
"tap_color","Tap Color Color by Number","Color by number video game",,"gaming","Gaming","2020-05-28T16:41:59.885Z"
"tapjoy","Tapjoy","Mobile advertising platform",,"advertising","Advertising","2020-05-27T17:23:32.253Z"
"tappytoon","Tappytoon Comics & Webtoons","Online comics website",,"other","Other","2020-07-31T00:56:41.739Z"
"tapsense","TapSense","Mobile advertising platform",,"advertising","Advertising","2020-05-27T17:23:07.557Z"
"taptica","Taptica","Mobile digital advertising service",,"advertising","Advertising","2020-05-27T17:21:39.670Z"
"tapvpn","Tap VPN","Multi-protocol Virtual Private Network",,"remoting","Remoting","2020-06-04T01:23:32.727Z"
"target","Target","Online shopping service",,"shopping","Shopping","2020-05-28T16:42:37.328Z"
"tatasky","Tata Sky","Streaming TV service",,"video","Video","2020-09-16T22:39:46.000Z"
"tds","TDS","Data transfer protocol",,"database","Database","2020-05-28T16:42:58.383Z"
"tealium","Tealium","Enterprise tag management service and marketing platform",,"advertising","Advertising","2020-05-27T17:18:33.714Z"
"teamsnap","TeamSnap","Cloud-based team management solution",,"messaging","Messaging","2020-05-28T16:43:17.023Z"
"teamspeak","TeamSpeak","Voice-over-Internet Protocol service for audio communication",,"messaging","Messaging","2020-05-28T16:44:25.104Z"
"teamsupport","TeamSupport","Business customer support service",,"business","Business","2020-05-31T23:10:38.116Z"
"teamviewer","TeamViewer","Remote desktop control service",,"remoting","Remoting","2020-05-28T16:44:51.018Z"
"teamwork","Teamwork","Task management and team collaboration software",,"productivity","Productivity","2020-05-31T23:10:51.478Z"
"techcrunch","TechCrunch","American online tech news publisher",,"news","News","2020-05-28T16:45:05.892Z"
"ted","TED","Streaming video educational talks",,"video","Video","2020-05-31T23:32:15.620Z"
"telegram","Telegram","Cloud instant messaging and VoIP service",,"messaging","Messaging","2020-05-28T16:45:55.877Z"
"telestar","TeleStar","Mobile telephony services",,"messaging","Messaging","2020-05-28T16:46:06.961Z"
"telestar_call","TeleStar Call","Voice and video calling by TeleStar","telestar","messaging","Messaging","2020-08-14T00:16:33.900Z"
"tellonym","Tellonym","Anonymous messaging service",,"messaging","Messaging","2020-05-28T16:46:26.731Z"
"telnet","Telnet","Bidirectional text communication for computer systems",,"remoting","Remoting","2020-05-28T16:47:02.228Z"
"tencent_cloud","Tencent Cloud","Secure cloud storage service",,"cloud","Cloud","2020-05-31T23:31:48.676Z"
"tencent_qq","Tencent QQ","Instant messaging service",,"messaging","Messaging","2020-05-28T16:47:31.459Z"
"tencent_video","Tencent Video","Video streaming service",,"video","Video","2020-05-28T16:47:40.740Z"
"tenor","Tenor","Online photo search engine",,"photo","Photo","2020-05-28T16:47:52.451Z"
"teredo","Teredo","Transition technology for IPv6",,"remoting","Remoting","2020-05-28T16:48:51.221Z"
"terraria","Terraria","Action-adventure sandbox game developed by Re-Logic",,"gaming","Gaming","2020-08-28T17:36:20.230Z"
"tesla","Tesla","American electric vehicle services",,"remoting","Remoting","2020-05-28T16:49:01.867Z"
"tetris_99","Tetris 99","Arcade puzzle video game",,"gaming","Gaming","2020-08-21T23:00:31.250Z"
"textfree","Textfree","Cross-platform texting and calling service",,"messaging","Messaging","2020-05-28T16:49:16.492Z"
"textfree_call","Textfree Call","Voice and video calling by Textfree","textfree","messaging","Messaging","2020-08-14T00:17:11.272Z"
"textme","TextMe","Text, voice, photo and video messaging service",,"messaging","Messaging","2020-05-28T16:49:47.404Z"
"textnow","TextNow","Text and voice calling service",,"messaging","Messaging","2020-05-28T16:50:19.010Z"
"textnow_call","TextNow Call","Voice and video calling by TextNow","textnow","messaging","Messaging","2020-08-14T00:17:32.925Z"
"tftp","TFTP","File transfer protocol",,"file_transfer","File Transfer","2020-05-28T16:50:42.917Z"
"theboombox","The Boombox","Hip-hop news, videos and interviews",,"news","News","2020-06-24T00:41:49.596Z"
"the_elder_scrolls_online","The Elder Scrolls Online","Massively multiplayer online role-playing game",,"other","Other","2020-08-14T21:43:38.091Z"
"thepiratebay","The Pirate Bay","Torrent search engine",,"p2p","Peer-to-peer File Sharing","2020-06-01T15:56:42.414Z"
"the_seven_deadly_sins","The Seven Deadly Sins: Grand Cross","Card based mobile video game",,"gaming","Gaming","2020-05-28T16:52:00.230Z"
"thestudentroom","The Student Room","Student community service",,"social","Social","2020-05-28T16:52:15.754Z"
"the_tower","The Tower","Puzzle video game",,"gaming","Gaming","2020-05-28T16:52:24.560Z"
"the_trade_desk","The Trade Desk","Online advertising platform",,"advertising","Advertising","2020-05-27T16:56:22.548Z"
"the_walking_dead_rts","The Walking Dead Road to Survival","Role-playing survival video game",,"gaming","Gaming","2020-05-28T16:52:37.766Z"
"the_weather_channel","The Weather Channel","Local forecasts and radar imagery service",,"news","News","2020-05-28T16:52:42.584Z"
"the_weather_network","The Weather Network","Local weather and forecast service",,"news","News","2020-06-04T01:25:26.069Z"
"thinglink","Thinglink","Education platform",,"education","Education","2020-05-31T23:11:10.217Z"
"thinkbroadband","thinkbroadband","Broadband information and advice service",,"news","News","2020-05-28T16:53:30.707Z"
"tibia","Tibia","Online role-playing video game",,"gaming","Gaming","2020-05-28T16:53:44.831Z"
"tidal","Tidal","Subscription music streaming service",,"audio","Audio","2020-06-24T00:42:09.188Z"
"tigervpn","TigerVPN","Multi-protocol Virtual Private Network",,"remoting","Remoting","2020-05-28T16:54:00.772Z"
"tiki","Tiki","Stranger video chat application",,"social","Social","2020-05-28T16:54:17.902Z"
"tiktok","TikTok","Short video social platform",,"social","Social","2020-05-28T16:54:34.467Z"
"tillster","Tillster","Customer engagement and self-service platform",,"shopping","Shopping","2020-05-28T16:54:51.805Z"
"timehop","Timehop","Photo and post aggregator",,"social","Social","2020-05-28T16:55:13.781Z"
"tinder","Tinder","Online dating application",,"social","Social","2020-05-28T16:55:18.486Z"
"tinychat","Tinychat","Text, voice and video instant messaging service",,"video","Video","2020-05-28T16:55:44.767Z"
"tinychat_call","Tinychat Call","Voice and video calling by Tinychat","tinychat","video","Video","2020-08-14T00:17:52.426Z"
"tivoconnect","TiVoConnect","TiVo machine discovery protocol",,"device","Smart Device","2020-06-01T00:01:37.708Z"
"tixati","Tixati","BitTorrent client",,"p2p","Peer-to-peer File Sharing","2020-06-01T15:57:04.033Z"
"tls","TLS","Cryptographic protocols used for secure communications between servers and web browsers.",,"networking","Networking","2020-05-28T16:41:41.500Z"
"tmall","Tmall","Business-to-consumer (B2C) online retail",,"shopping","Shopping","2020-05-28T16:42:18.789Z"
"tns","TNS","Transparent Network Substrate(TNS) mainly for connection to Oracle databases",,"networking","Networking","2020-05-28T16:55:00.433Z"
"toc","TOC","Third-party AOL Instant Messenger clients communication protocol",,"messaging","Messaging","2020-05-28T16:39:00.383Z"
"tokbox","TokBox","Enterprise WebRTC video and voice calling platform",,"messaging","Messaging","2020-05-28T16:38:01.623Z"
"tomatopang","Tomatopang","Movies and TV shows downloading and streaming web services.",,"video","Video","2020-05-28T16:36:49.360Z"
"top_nine","Top Nine for Instagram","Personalized collage of Instagram photos",,"social","Social","2020-05-28T11:26:12.685Z"
"tor","Tor","Anonymous communication service",,"remoting","Remoting","2020-05-28T11:25:00.194Z"
"toreba","Claw machine Toreba","Operate live crane machines from mobile app",,"gaming","Gaming","2020-05-28T11:27:13.478Z"
"torguard","TorGuard","Multi-protocol Virtual Private Network",,"remoting","Remoting","2020-05-28T11:15:55.292Z"
"totally_reliable","Totally Reliable Delivery Service","Physics-driven delivery sandbox game.",,"gaming","Gaming","2020-05-22T05:31:43.291Z"
"total_war","Total War","Series of strategy games",,"gaming","Gaming","2020-09-21T17:02:55.334Z"
"totorosa","TOTOROSA","P2P software for file sharing service",,"p2p","Peer-to-peer File Sharing","2020-06-04T01:31:48.043Z"
"touch_to_talk","TiKL Touch Talk Walkie Talkie","Push to Talk application",,"messaging","Messaging","2020-05-28T11:15:44.630Z"
"touchtunes","TouchTunes","TouchTunes is a music entertainment platform.",,"audio","Audio","2020-06-24T00:42:39.901Z"
"touch_vpn","Touch VPN","Multi-protocol Virtual Private Network",,"remoting","Remoting","2020-05-28T11:15:18.408Z"
"toutiao","Toutiao","News and information content platform",,"news","News","2020-05-28T11:14:41.754Z"
"towerdata","TowerData","Email marketing platform",,"advertising","Advertising","2020-05-27T01:11:25.706Z"
"township","Township","City building and farming mobile game",,"gaming","Gaming","2020-05-28T11:14:17.607Z"
"tpkt","TPKT","ISO Transport Service on top of the TCP",,"networking","Networking","2020-05-28T11:13:27.273Z"
"tpncp","TPNCP"," Audiocodes' proprietary network-based protocol",,"networking","Networking","2020-05-28T11:13:50.175Z"
"transit","Transit","Public transit app and mapping service",,"navigation","Navigation","2020-05-28T11:14:05.095Z"
"transmission","Transmission","BitTorrent client",,"p2p","Peer-to-peer File Sharing","2020-06-01T15:57:56.445Z"
"transocks","Transocks","Multi-protocol Virtual Private Network",,"remoting","Remoting","2020-05-28T11:03:39.968Z"
"trello","Trello","Web-based project management application",,"productivity","Productivity","2020-06-17T23:25:01.685Z"
"tresensa","TreSensa","Mobile marketing through HTML5 games",,"advertising","Advertising","2020-05-27T01:09:08.522Z"
"tribair","Tribair","Mobile VOIP and SMS app",,"messaging","Messaging","2020-05-28T11:02:04.799Z"
"trillian","Trillian","Multiprotocol instant messaging application",,"messaging","Messaging","2020-05-28T11:02:22.171Z"
"tringme","TringMe","Cross-device VOIP service",,"messaging","Messaging","2020-05-28T11:00:21.855Z"
"trion_worlds","Trion Worlds","Video game online service provided by Trion Worlds",,"gaming","Gaming","2020-06-04T01:12:56.752Z"
"trivago","trivago","Hotel search platform ",,"shopping","Shopping","2020-05-28T10:52:28.550Z"
"trivia_crack","Trivia Crack","Online social quiz game",,"gaming","Gaming","2020-05-28T10:54:07.851Z"
"troidvpn","Troid VPN Free VPN Proxy","Multi-protocol Virtual Private Network.",,"remoting","Remoting","2020-05-26T00:02:16.988Z"
"tsp","Tunnel Setup Protocol","Tunnel Setup Protocol",,"remoting","Remoting","2020-05-28T10:45:51.097Z"
"tubi","Tubi","American online streaming service",,"video","Video","2020-06-04T04:12:44.076Z"
"tumblr","Tumblr","Tumblr is a microblogging and social networking website",,"social","Social","2020-05-16T00:40:29.957Z"
"tune","TUNE","Partner marketing platform",,"advertising","Advertising","2020-05-27T01:05:09.255Z"
"tunein_radio","TuneIn Radio","Audio streaming service",,"audio","Audio","2020-06-24T00:42:57.545Z"
"tunnelbear","TunnelBear","Multi protocol Virtual Private Network",,"remoting","Remoting","2020-05-28T10:44:33.490Z"
"tunnelguru","TunnelGuru","Multi protocol Virtual Private Network",,"remoting","Remoting","2020-05-28T10:44:25.089Z"
"tunngle","Tunngle","Multi protocol Virtual Private Network",,"remoting","Remoting","2020-05-28T10:44:16.386Z"
"turbo_vpn","Turbo VPN","Multi protocol Virtual Private Network",,"remoting","Remoting","2020-05-28T10:44:08.236Z"
"turner","Turner","Traffic generated by Turner Broadcasting System services.",,"news","News","2020-05-28T10:42:49.427Z"
"tutanota","Tutanota","Open-source end-to-end encrypted email service",,"messaging","Messaging","2020-05-28T10:43:14.559Z"
"tuya","TuyaSmart","IoT enterprise service",,"device","Smart Device","2020-06-24T23:44:50.719Z"
"twilio","Twilio","Cloud-based communications service for SMS, Voice & Messaging",,"messaging","Messaging","2020-05-28T10:39:09.898Z"
"twist","Twist","Casual mobile game",,"gaming","Gaming","2020-05-28T10:35:44.322Z"
"twitch","Twitch","Twitch is a video live streaming service.",,"video","Video","2020-05-16T00:21:27.167Z"
"twitter","Twitter","Twitter is a microblogging and social networking service.",,"social","Social","2020-05-16T00:13:47.338Z"
"twitter_ads","Twitter Ads","Advertisement platform provided by Twitter.",,"advertising","Advertising","2020-05-27T00:56:33.416Z"
"twitter_analytics","Twitter Analytics","Audiences behaviors and actions analysis tool.",,"advertising","Advertising","2020-05-27T00:54:29.649Z"
"typekit","Typekit","Font subscription service",,"other","Other","2020-06-04T17:01:38.665Z"
"typing","Typing.com","Online typing test and typing tutor service",,"education","Education","2020-06-19T20:21:50.779Z"
"typingclub","TypingClub","Interactive typing instruction and games.",,"education","Education","2020-07-17T17:03:08.430Z"
"uber","Uber","Peer-to-peer ridesharing service",,"navigation","Navigation","2020-05-28T10:24:35.706Z"
"ubisoft","Ubisoft","Video game online service provided by Ubisoft",,"gaming","Gaming","2020-05-28T10:31:29.662Z"
"ucool","uCool","Strategy-based online game developer",,"gaming","Gaming","2020-05-28T10:22:50.477Z"
"ucp","UCP","Universal Computer Protocol",,"networking","Networking","2020-05-28T10:21:41.306Z"
"udemy","Udemy","Online learning platform",,"video","Video","2020-05-28T10:18:11.472Z"
"ufovpn","UFO VPN","Multi protocol Virtual Private Network.",,"remoting","Remoting","2020-06-04T04:13:12.831Z"
"ultraviewer","UltraViewer","Remote control and remote access application",,"remoting","Remoting","2020-05-28T10:17:44.000Z"
"uma","UMA","OAuth-based access management protocol ",,"networking","Networking","2020-05-28T10:18:00.634Z"
"unglue","unGlue","Parental control app",,"remoting","Remoting","2020-05-28T10:16:46.160Z"
"unilad","UNILAD","Social news and entertainment service",,"news","News","2020-06-04T04:14:11.317Z"
"unistim","UNIStim","Telecommunications protocol for IP Phone",,"messaging","Messaging","2020-05-28T10:08:41.669Z"
"unity","Unity","Cross-platform game engine",,"gaming","Gaming","2020-08-31T17:26:44.709Z"
"unity_ads","Unity Ads","In-game advertisement platform developed by Unity",,"advertising","Advertising","2020-05-27T00:19:56.124Z"
"unknown","Unknown","Traffic is unknown",,"unknown","Unknown","2020-05-28T16:58:58.648Z"
"uno","UNO!","online UNO card game",,"gaming","Gaming","2020-05-28T10:04:46.676Z"
"unreal_engine","Unreal Engine","Game engine developed by Epic Games.",,"gaming","Gaming","2020-05-22T19:33:43.837Z"
"uplay","Uplay","Digital distribution, digital rights management, multiplayer and communications service",,"gaming","Gaming","2020-05-28T10:01:40.141Z"
"uplive","UpLive","Live video streaming platform",,"social","Social","2020-05-28T10:02:27.756Z"
"uploaded","Uploaded","File backup and share online service",,"file_transfer","File Transfer","2020-05-28T10:00:54.443Z"
"upsight","Upsight","Mobile analytics & marketing platform",,"advertising","Advertising","2020-05-27T00:15:16.200Z"
"uptobox","Uptobox","File searching and downloading service",,"file_transfer","File Transfer","2020-05-28T09:59:37.767Z"
"upworthy","Upworthy","Positive storytelling online service",,"news","News","2020-05-28T09:53:15.524Z"
"urlive","urLive","One-click video chat service",,"messaging","Messaging","2020-05-31T23:11:48.585Z"
"usaip","USAIP","Multi protocol Virtual Private Network",,"remoting","Remoting","2020-05-28T09:54:24.476Z"
"ustream","Ustream","Video streaming services",,"video","Video","2020-05-28T09:51:33.126Z"
"utorrent","µTorrent","BitTorrent client",,"p2p","Peer-to-peer File Sharing","2020-06-01T15:58:20.410Z"
"uusee","UUSEE","Network television and value-added services",,"video","Video","2020-05-28T09:50:54.083Z"
"uwewe","Uwewe","VoIP application",,"messaging","Messaging","2020-05-28T09:50:34.506Z"
"veilduck_vpn"," Veilduck VPN","Multi protocol Virtual Private Network.",,"remoting","Remoting","2020-05-25T23:52:52.319Z"
"vend","Vend","Cloud-based point-of-sale and retail management software",,"business","Business","2020-05-31T23:12:05.483Z"
"venmo","Venmo","Mobile payment service",,"shopping","Shopping","2020-05-28T09:04:34.507Z"
"verizon","Verizon Wireless","Traffic generated by Verizon Wireless online services",,"shopping","Shopping","2020-05-28T09:05:58.010Z"
"verizon_media","Verizon Media Platform","Cloud delivery platform for web and streaming content",,"cloud","Cloud","2020-07-08T20:21:38.603Z"
"verizon_media_ads","Verizon Media Ads","Digital programatic advertising service",,"advertising","Advertising","2020-07-08T22:27:00.304Z"
"verizon_media_playback","Verizon Media Playback","OTT video streaming playback",,"video","Video","2020-07-08T22:16:41.109Z"
"viber","Viber","Cross-platform voice over IP (VoIP) and instant messaging (IM) software application",,"messaging","Messaging","2020-05-28T09:06:16.838Z"
"viber_call","Viber Call","Voice and video calling traffic generated by Viber","viber","messaging","Messaging","2020-08-14T00:18:12.816Z"
"videology","Videology","Online video advertising platform",,"advertising","Advertising","2020-05-26T23:52:02.002Z"
"videotron","Vidéotron","Traffic generated by Vidéotron online services",,"video","Video","2020-05-28T09:18:34.907Z"
"vidible","Vidible Ad Tracker","Advertising motivated tracker by Verizon",,"advertising","Advertising","2020-07-08T20:18:00.178Z"
"vidyo","Vidyo","Software-based collaboration and communication services",,"messaging","Messaging","2020-05-31T23:12:39.849Z"
"vigo_video","Vigo Video","Short video and live streaming platform",,"video","Video","2020-05-28T09:20:45.540Z"
"viki","Viki"," American video streaming website",,"video","Video","2020-05-28T09:21:13.264Z"
"vikings_woc","Vikings War of Clans","Multiplayer online strategy game",,"gaming","Gaming","2020-05-28T09:22:52.017Z"
"vimeo","Vimeo","Video sharing online services",,"video","Video","2020-05-28T09:27:38.075Z"
"vine","Vine","Vine was an American short-form video hosting service.",,"video","Video","2020-05-15T23:39:48.424Z"
"visionhelpdesk","Vision Helpdesk","Web based help desk software",,"business","Business","2020-05-31T23:13:14.489Z"
"vivox","Vivox","Instant Messaging and voice chat service for online games",,"messaging","Messaging","2020-06-04T00:17:46.442Z"
"vizor","Vizor","Cross-platform multiplayer online game services",,"gaming","Gaming","2020-05-28T09:31:13.798Z"
"vk","VK","Online social media and social networking service",,"social","Social","2020-05-28T09:31:56.430Z"
"vlive","V Live","South Korean live video streaming service",,"video","Video","2020-05-28T09:32:39.801Z"
"vmware_server_console","VMware Server Console","Remove control and view Vmware Server virtual machines ",,"remoting","Remoting","2020-05-28T09:48:40.131Z"
"vnc","VNC","Graphical desktop sharing system",,"remoting","Remoting","2020-05-28T09:32:18.638Z"
"vonage","Vonage","Cloud communications service",,"messaging","Messaging","2020-05-28T09:37:56.316Z"
"vonage_call","Vonage Call","Voice and video calling traffic generated by Vonage","vonage","messaging","Messaging","2020-08-14T00:18:33.047Z"
"voodoo","Voodoo","Video game developer",,"gaming","Gaming","2020-09-15T00:01:02.312Z"
"vowifi","Wifi Calling","Make and receive phone calls over Wi-Fi network",,"messaging","Messaging","2020-05-28T09:39:00.299Z"
"voxeet","Voxeet","VoIP web conferencing software.",,"messaging","Messaging","2020-05-22T21:46:40.868Z"
"voxer","Voxer","Push-to-talk messaging service ",,"messaging","Messaging","2020-05-28T09:42:01.049Z"
"voxofon","Voxofon","Over-the-top (OTT) voice and messaging services",,"messaging","Messaging","2020-05-28T09:42:38.378Z"
"voxofon_call","Voxofon Call","Voice and video calling traffic generated by Voxofon","voxofon","messaging","Messaging","2020-08-14T00:18:56.928Z"
"vpn_360","VPN 360","Multi-protocol Virtual Private Network.",,"remoting","Remoting","2020-05-25T23:25:29.940Z"
"vpnbook","VPNBook","Multi-protocol Virtual Private Network.",,"remoting","Remoting","2020-05-26T05:44:44.403Z"
"vpn_express","VPN Express","Multi-protocol Virtual Private Network.",,"remoting","Remoting","2020-05-25T23:30:06.959Z"
"vpn_in_touch","VPN in Touch","Multi-protocol Virtual Private Network.",,"remoting","Remoting","2020-05-25T23:28:33.865Z"
"vpn_master","VPN Master","Multi-protocol Virtual Private Network.",,"remoting","Remoting","2020-05-25T23:23:58.403Z"
"vpn_monster","VPN Monster","Multi-protocol Virtual Private Network.",,"remoting","Remoting","2020-05-25T23:27:52.024Z"
"vpnreactor","VPNReactor","Multi-protocol Virtual Private Network.",,"remoting","Remoting","2020-05-25T23:24:50.055Z"
"vpn_robot","VPN Robot","Multi-protocol Virtual Private Network.",,"remoting","Remoting","2020-05-25T23:29:04.791Z"
"vpntunnel","VPNTunnel","Multi-protocol Virtual Private Network.",,"remoting","Remoting","2020-05-25T23:33:36.682Z"
"vpn_unlimited","VPN Unlimited","Multi-protocol Virtual Private Network.",,"remoting","Remoting","2020-05-25T23:32:20.415Z"
"vrv","VRV","Over-the-top streaming service",,"video","Video","2020-05-28T09:01:02.792Z"
"vsco","VSCO","Photography mobile app",,"photo","Photo","2020-05-28T09:03:35.287Z"
"vsee","VSee","Group video chat and screen-sharing service",,"messaging","Messaging","2020-05-28T09:02:38.516Z"
"vshare","vShare","Unofficial 3rd-party app store",,"file_transfer","File Transfer","2020-05-28T09:02:02.294Z"
"vudu","Vudu","Digital video store and streaming service",,"video","Video","2020-05-28T09:00:09.406Z"
"vungle","Vungle","In-app video advertising platform",,"advertising","Advertising","2020-05-26T23:51:29.872Z"
"vuze","Vuze","BitTorrent client",,"p2p","Peer-to-peer File Sharing","2020-06-01T15:58:44.556Z"
"vxlan","Virtual Extensible LAN","Network virtualization technology",,"networking","Networking","2020-05-28T08:58:55.827Z"
"vyprvpn","VyprVPN","Multi protocol Virtual Private Network.",,"remoting","Remoting","2020-05-25T23:54:18.285Z"
"walleye","Walleye","Real‑time traffic intelligence service",,"database","Database","2020-05-28T16:57:47.350Z"
"walmart","Walmart","E-commerce online service",,"shopping","Shopping","2020-06-04T04:15:34.287Z"
"wanba","Wanba","Multiplayer online mini-games platform

",,"gaming","Gaming","2020-05-28T08:56:07.084Z"
